Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Harsh Das,2200EC1822,ECE,6.16,56,25,45,60,32,2,2,1,Not Placed,0.0,Not Placed
Rajat Malhotra,2200IT1823,IT,6.87,48,66,22,50,26,1,4,1,Not Placed,0.0,Not Placed
Neeraj Singh,2300CE1824,CE,7.21,56,70,22,67,23,1,2,4,Placed,38.55,Uber
Rohan Yadav,2400CS1825,CSE,6.21,49,39,51,39,31,1,5,1,Placed,3.71,Sapient
Anjali Agarwal,2100CS1826,CSE,6.63,67,48,28,30,41,0,2,1,Not Placed,0.0,Not Placed
Aryan Dhawan,2200CS1827,CSE,8.52,92,81,63,69,71,1,4,4,Placed,5.29,Tech Mahindra
Anika Rastogi,2100CS1828,CSE,8.09,42,56,66,56,53,0,3,2,Placed,6.65,Accenture
Aishwarya Das,2100ME1829,ME,7.99,69,38,43,70,43,1,0,1,Not Placed,0.0,Not Placed
Diya Das,2200CS1830,CSE,8.6,94,67,45,85,44,3,8,2,Placed,4.83,Byju's
Kabir Khanna,2100EE1831,EE,7.38,64,52,28,45,95,1,3,1,Placed,7.35,HCL
Harsh Chopra,2400CS1832,CSE,6.64,72,52,23,58,31,0,2,2,Not Placed,0.0,Not Placed
Isha Thakur,2200EC1833,ECE,5.48,14,48,20,45,29,0,6,0,Not Placed,0.0,Not Placed
Rahul Bhatt,2200CE1834,CE,7.18,55,59,14,69,29,2,5,1,Placed,4.55,Genpact
Aishwarya Chatterjee,2100CS1835,CSE,8.09,77,88,57,58,92,0,8,1,Placed,11.75,TCS
Shivani Bansal,2200CS1836,CSE,6.39,29,50,23,66,57,4,4,0,Placed,4.13,Mu Sigma
Vishal Rastogi,2300EC1837,ECE,6.3,51,18,43,48,56,2,8,2,Placed,11.99,Paytm
Meghna Dubey,2300CS1838,CSE,8.24,100,37,61,80,40,2,4,2,Placed,9.14,TCS
Mayank Bhatt,2100ME1839,ME,6.15,60,65,0,47,36,1,5,3,Placed,4.21,iGate
Nikhil Agarwal,2200ME1840,ME,6.37,23,60,31,62,35,2,2,5,Not Placed,0.0,Not Placed
Komal Dubey,2300CS1841,CSE,6.14,41,54,39,47,53,3,8,0,Placed,4.62,Byju's
Aditi Mehta,2400CS1842,CSE,8.58,61,92,51,100,42,1,7,1,Placed,3.89,iGate
Yash Malhotra,2300EC1843,ECE,8.26,81,77,64,52,49,0,3,3,Placed,10.96,HCL
Radhika Kapoor,2100CS1844,CSE,6.9,53,47,31,68,65,3,8,0,Placed,30.31,Amazon
Abhishek Joshi,2100ME1845,ME,8.66,71,37,65,62,68,2,8,0,Placed,5.21,Byju's
Kartik Pandey,2400CS1846,CSE,9.1,76,69,58,72,55,1,7,2,Placed,4.61,Mindtree
Preeti Reddy,2100CS1847,CSE,7.6,82,43,28,44,44,1,3,2,Placed,4.17,NIIT
Yash Chatterjee,2100CS1848,CSE,6.08,30,53,46,53,66,0,6,1,Not Placed,0.0,Not Placed
Anjali Dhawan,2300IT1849,IT,7.67,78,63,59,50,72,3,8,1,Placed,11.64,Capgemini
Aman Sharma,2100ME1850,ME,5.62,20,56,54,39,47,2,7,1,Not Placed,0.0,Not Placed
Divya Tiwari,2400IT1851,IT,8.49,65,49,35,67,57,0,4,1,Placed,4.16,Mu Sigma
Mayank Verma,2300EC1852,ECE,6.28,13,42,37,48,60,3,2,0,Placed,4.27,Sapient
Sai Bajaj,2300EC1853,ECE,7.65,61,36,80,46,67,2,7,2,Not Placed,0.0,Not Placed
Advaith Rawat,2300CS1854,CSE,6.81,63,61,30,58,61,1,8,3,Placed,4.54,Mu Sigma
Ritika Dhawan,2200CS1855,CSE,7.08,70,32,45,60,53,1,7,1,Placed,6.97,TCS
Tushar Reddy,2100CE1856,CE,5.98,38,50,34,66,36,4,5,0,Not Placed,0.0,Not Placed
Kriti Thakur,2400EC1857,ECE,5.11,47,65,31,32,19,2,2,2,Not Placed,0.0,Not Placed
Manish Tiwari,2200EE1858,EE,7.41,42,37,37,61,28,0,4,1,Not Placed,0.0,Not Placed
Saurabh Jain,2100CE1859,CE,6.76,48,69,22,18,49,1,0,1,Placed,4.26,Concentrix
Kriti Srivastava,2300CS1860,CSE,7.51,51,27,81,86,32,2,2,2,Placed,4.14,Genpact
Dev Bhatt,2300CS1861,CSE,8.76,90,83,59,67,67,2,8,0,Placed,24.51,Oracle
Aanya Mukherjee,2100ME1862,ME,7.67,53,49,47,72,56,1,8,1,Placed,9.09,Paytm
Komal Das,2300CS1863,CSE,7.56,40,64,35,24,52,1,3,2,Placed,7.08,Infosys
Ritika Arora,2100EC1864,ECE,6.76,71,30,34,50,91,2,4,1,Placed,3.35,Genpact
Kabir Das,2400CS1865,CSE,7.6,46,34,38,63,55,2,5,0,Placed,4.96,Sapient
Nikhil Tiwari,2300CS1866,CSE,8.21,95,80,67,36,41,1,8,5,Placed,10.78,Infosys
Mayank Srivastava,2400CS1867,CSE,8.0,59,27,65,42,50,2,8,1,Placed,4.03,NIIT
Advik Chauhan,2300ME1868,ME,7.33,53,40,45,63,45,2,5,1,Placed,9.63,Cognizant
Tushar Patel,2100CS1869,CSE,9.49,82,91,42,64,30,3,6,1,Placed,33.98,Samsung R&D
Diya Sethi,2300IT1870,IT,6.6,71,19,35,47,62,1,2,1,Not Placed,0.0,Not Placed
Neha Patel,2400CS1871,CSE,8.73,98,81,74,82,47,4,8,0,Placed,19.91,Adobe
Ananya Kapoor,2200IT1872,IT,9.42,94,78,48,75,76,4,6,4,Placed,28.32,Microsoft
Preeti Patel,2400EC1873,ECE,8.5,58,70,49,62,37,2,2,1,Placed,6.07,L&T Infotech
Sai Singh,2100EE1874,EE,6.25,50,45,31,31,53,1,4,2,Not Placed,0.0,Not Placed
Nidhi Kumar,2200ME1875,ME,8.39,71,49,70,58,70,2,3,1,Placed,7.07,TCS
Ananya Goel,2400IT1876,IT,6.04,48,52,25,48,29,1,4,1,Not Placed,0.0,Not Placed
Reyansh Singh,2100CE1877,CE,5.41,18,1,37,45,49,1,1,0,Not Placed,0.0,Not Placed
Anjali Reddy,2100IT1878,IT,6.59,34,78,43,69,65,3,6,2,Placed,3.21,Sasken
Pooja Dhawan,2100EE1879,EE,9.09,81,75,51,74,40,3,1,1,Placed,27.24,Samsung R&D
Sonal Mukherjee,2100EC1880,ECE,6.33,47,48,18,43,47,2,3,1,Placed,3.66,Sapient
Deepak Rajput,2300EC1881,ECE,6.94,56,64,13,54,73,3,6,2,Placed,5.13,L&T Infotech
Reyansh Patel,2100EC1882,ECE,6.64,47,54,48,48,64,1,5,0,Not Placed,0.0,Not Placed
Saurabh Tiwari,2200CE1883,CE,4.0,0,13,0,21,52,0,0,2,Not Placed,0.0,Not Placed
Meghna Das,2400CS1884,CSE,8.47,100,65,65,40,48,1,4,1,Placed,9.5,Hexaware
Riya Saxena,2200EC1885,ECE,10.0,100,53,65,68,57,3,4,2,Placed,11.37,Zoho
Aditya Jain,2300CE1886,CE,8.81,66,93,23,52,47,3,0,2,Placed,6.35,L&T Infotech
Bhavna Bhatia,2300CE1887,CE,5.0,46,0,61,20,69,2,5,3,Not Placed,0.0,Not Placed
Ishaan Joshi,2300IT1888,IT,8.21,82,72,53,73,79,2,5,1,Placed,6.47,L&T Infotech
Tanvi Arora,2100IT1889,IT,6.27,62,61,36,33,75,1,4,2,Placed,4.66,Cyient
Aditya Saxena,2100CE1890,CE,4.72,11,19,22,45,54,0,1,1,Not Placed,0.0,Not Placed
Meghna Tiwari,2200CS1891,CSE,6.63,9,62,17,56,59,2,3,3,Not Placed,0.0,Not Placed
Vihaan Kapoor,2200CE1892,CE,8.35,27,55,22,60,67,1,2,1,Placed,3.9,Syntel
Radhika Kapoor,2300EE1893,EE,7.3,40,45,26,54,68,2,2,1,Not Placed,0.0,Not Placed
Pallavi Kapoor,2200CS1894,CSE,7.0,62,85,40,64,46,3,8,5,Placed,4.55,Infosys
Saanvi Rawat,2200EC1895,ECE,6.58,36,56,35,37,40,1,6,1,Not Placed,0.0,Not Placed
Tushar Srivastava,2200CS1896,CSE,7.1,84,34,38,56,41,3,5,2,Placed,5.64,Tech Mahindra
Aryan Joshi,2300ME1897,ME,8.72,72,46,52,84,76,0,2,2,Placed,7.45,Zoho
Sneha Reddy,2200CE1898,CE,7.58,77,74,48,57,24,2,2,1,Placed,11.28,Paytm
Rahul Sharma,2100EC1899,ECE,9.12,60,85,33,80,65,4,6,1,Placed,10.15,Accenture
Manish Agarwal,2200EC1900,ECE,4.71,54,29,29,10,66,3,4,1,Not Placed,0.0,Not Placed
Jyoti Tiwari,2300IT1901,IT,8.68,100,84,64,71,74,2,4,0,Placed,4.84,TCS
Advik Tiwari,2300CS1902,CSE,7.73,100,45,43,46,42,3,8,4,Placed,6.79,Wipro
Dhruv Pandey,2300EC1903,ECE,6.99,49,60,54,47,71,2,2,1,Placed,3.16,Cyient
Atharv Tiwari,2100CE1904,CE,5.46,54,5,31,30,63,1,6,1,Placed,4.13,Concentrix
Pari Verma,2200CE1905,CE,6.98,26,46,35,40,42,2,7,3,Not Placed,0.0,Not Placed
Megha Agarwal,2300EE1906,EE,7.63,67,51,41,50,60,2,4,3,Placed,7.19,Byju's
Harsh Iyer,2200EC1907,ECE,10.0,73,61,59,57,43,2,5,2,Placed,31.71,Flipkart
Trisha Chauhan,2400EC1908,ECE,7.44,51,79,41,46,68,2,2,2,Placed,7.57,Byju's
Ayaan Yadav,2200CE1909,CE,7.43,58,54,44,71,65,1,0,2,Not Placed,0.0,Not Placed
Advik Bhatt,2400EC1910,ECE,6.12,47,48,34,39,64,1,1,3,Not Placed,0.0,Not Placed
Nidhi Dhawan,2400EC1911,ECE,6.83,33,77,58,60,49,3,3,0,Placed,5.94,Mphasis
Vivaan Bajaj,2200EE1912,EE,8.02,58,43,37,30,67,2,7,1,Placed,8.44,Paytm
Sara Malhotra,2200EE1913,EE,8.84,85,63,24,66,64,3,5,4,Placed,10.95,TCS
Myra Thakur,2400EC1914,ECE,8.41,48,41,76,74,66,3,8,1,Placed,11.19,HCL
Vishal Bajaj,2100EC1915,ECE,5.72,32,24,34,28,50,1,1,1,Not Placed,0.0,Not Placed
Ravi Nair,2300EC1916,ECE,6.99,60,63,34,42,45,1,6,0,Placed,3.22,Syntel
Riya Malhotra,2300CE1917,CE,8.27,74,73,46,72,43,2,2,2,Placed,7.06,Mindtree
Nupur Rawat,2400EE1918,EE,7.29,80,80,59,34,76,1,4,3,Placed,6.15,Cognizant
Aditi Sethi,2100IT1919,IT,7.19,48,43,37,51,64,1,7,1,Placed,3.95,Genpact
Advik Chatterjee,2200CS1920,CSE,9.95,100,74,78,73,78,3,3,3,Placed,43.17,Uber
Harsh Mukherjee,2400CS1921,CSE,7.49,71,64,44,36,49,3,6,2,Placed,3.72,Sasken
Rahul Mehta,2100EE1922,EE,7.8,56,64,58,15,44,2,6,3,Placed,8.76,Wipro
Ritvik Chatterjee,2300EC1923,ECE,8.32,52,40,54,82,37,2,4,2,Placed,5.54,HCL
Deepak Thakur,2300CS1924,CSE,8.99,100,54,20,63,60,2,7,2,Placed,5.4,Capgemini
Sonal Mukherjee,2400IT1925,IT,9.1,100,82,39,72,76,4,3,1,Placed,11.81,Accenture
Nidhi Rastogi,2400EC1926,ECE,8.82,65,49,34,72,100,4,4,3,Placed,10.63,TCS
Varun Srivastava,2300CS1927,CSE,7.59,72,64,64,73,88,3,5,3,Placed,8.32,Mphasis
Amit Mishra,2300ME1928,ME,6.44,28,65,27,3,0,1,4,3,Not Placed,0.0,Not Placed
Kabir Srivastava,2100IT1929,IT,6.36,52,88,44,58,62,3,8,3,Placed,3.51,NIIT
Rahul Gupta,2200CE1930,CE,8.19,67,68,24,48,80,3,0,2,Placed,4.37,Sapient
Kartik Kapoor,2300IT1931,IT,7.91,39,48,81,50,51,2,6,0,Placed,7.14,Cognizant
Priya Dhawan,2200CS1932,CSE,6.03,55,20,23,56,53,2,2,0,Not Placed,0.0,Not Placed
Aanya Goel,2300CS1933,CSE,5.47,50,50,32,50,45,4,6,2,Not Placed,0.0,Not Placed
Swati Reddy,2100ME1934,ME,6.81,87,44,68,60,55,3,7,1,Placed,7.33,Tech Mahindra
Nikhil Srivastava,2200IT1935,IT,9.83,80,53,39,45,49,3,3,2,Placed,30.94,Adobe
Pooja Rajput,2400EE1936,EE,7.08,75,31,23,62,63,2,4,1,Placed,4.91,Syntel
Isha Malhotra,2200CE1937,CE,6.8,30,65,40,62,47,2,5,0,Placed,10.88,Capgemini
Sneha Chatterjee,2400IT1938,IT,8.61,66,56,30,67,59,4,4,1,Placed,6.8,Paytm
Rahul Jain,2200CS1939,CSE,7.26,76,70,55,51,38,3,3,0,Placed,7.42,Cognizant
Prateek Bhatia,2300CS1940,CSE,4.3,23,7,25,19,35,0,8,1,Not Placed,0.0,Not Placed
Ankur Mukherjee,2400IT1941,IT,6.56,63,46,1,27,35,2,8,3,Placed,4.04,Cyient
Nidhi Sethi,2100ME1942,ME,7.33,68,53,27,53,30,0,6,1,Placed,4.18,Sasken
Krishna Yadav,2300CS1943,CSE,6.05,70,1,45,36,37,1,4,3,Not Placed,0.0,Not Placed
Anjali Dubey,2400CE1944,CE,4.64,16,35,21,32,37,0,3,2,Not Placed,0.0,Not Placed
Akash Nair,2200EE1945,EE,5.67,55,51,26,39,12,0,3,1,Not Placed,0.0,Not Placed
Pari Kapoor,2400IT1946,IT,7.8,59,87,54,66,41,2,4,0,Placed,9.06,Mphasis
Isha Chauhan,2100EC1947,ECE,9.96,16,67,65,85,33,4,4,1,Placed,7.54,Mphasis
Vivaan Dhawan,2400CE1948,CE,7.63,56,22,51,71,46,1,8,2,Placed,5.76,TCS
Advik Kumar,2400CS1949,CSE,8.86,84,61,53,71,52,3,4,4,Placed,26.57,Goldman Sachs
Advaith Bansal,2100IT1950,IT,6.81,56,37,37,57,66,1,3,1,Not Placed,0.0,Not Placed
Ananya Arora,2100CS1951,CSE,7.84,78,36,77,60,39,2,7,2,Placed,9.5,Wipro
Pallavi Reddy,2200IT1952,IT,6.52,64,55,7,12,41,2,5,0,Not Placed,0.0,Not Placed
Krishna Bhatt,2400IT1953,IT,6.87,58,75,26,60,12,1,2,2,Placed,8.03,Tech Mahindra
Mohit Dubey,2200ME1954,ME,7.72,53,48,51,57,43,1,6,2,Placed,3.9,Genpact
Komal Joshi,2200IT1955,IT,8.49,92,47,62,63,34,1,5,1,Placed,7.55,L&T Infotech
Nikita Tiwari,2400IT1956,IT,7.35,27,82,68,67,58,4,8,1,Placed,7.01,Cognizant
Aarav Yadav,2400CS1957,CSE,8.3,68,66,75,48,59,2,8,2,Placed,7.15,Infosys
Radhika Saxena,2300EC1958,ECE,7.46,56,46,48,22,36,1,5,4,Placed,4.45,Sasken
Sonal Iyer,2100IT1959,IT,6.03,55,19,7,54,59,1,6,0,Not Placed,0.0,Not Placed
Ritvik Iyer,2300CS1960,CSE,9.03,56,38,71,62,22,2,0,0,Placed,3.04,iGate
Shivani Pandey,2400CE1961,CE,6.7,47,10,26,52,50,0,2,0,Not Placed,0.0,Not Placed
Atharv Bajaj,2400EE1962,EE,10.0,89,84,69,94,70,2,6,3,Placed,20.71,Samsung R&D
Trisha Pandey,2100IT1963,IT,6.97,61,75,17,75,38,2,4,0,Placed,9.43,Capgemini
Aryan Chauhan,2300EE1964,EE,6.95,72,64,31,60,77,4,6,0,Placed,8.84,Byju's
Trisha Kumar,2200IT1965,IT,9.36,89,85,49,73,65,2,8,2,Placed,6.11,Byju's
Pallavi Khanna,2100CE1966,CE,7.55,55,44,26,57,14,2,1,0,Not Placed,0.0,Not Placed
Aadhya Patel,2300IT1967,IT,5.67,52,30,29,43,48,4,8,0,Not Placed,0.0,Not Placed
Jyoti Chauhan,2300CE1968,CE,5.32,21,47,45,21,64,1,2,0,Not Placed,0.0,Not Placed
Ravi Gupta,2400CS1969,CSE,6.7,84,54,61,50,40,2,8,2,Placed,11.56,TCS
Tushar Iyer,2400EE1970,EE,10.0,83,59,87,83,46,3,6,4,Placed,42.61,Flipkart
Priya Reddy,2100CS1971,CSE,5.84,68,31,50,24,21,2,2,2,Not Placed,0.0,Not Placed
Dhruv Agarwal,2200EC1972,ECE,5.25,51,20,31,16,43,1,2,1,Not Placed,0.0,Not Placed
Trisha Iyer,2400CS1973,CSE,7.79,65,69,55,50,42,1,6,0,Placed,4.4,Syntel
Sai Khanna,2200CE1974,CE,7.04,72,0,57,63,17,2,4,3,Placed,3.21,Syntel
Vishal Rastogi,2200CS1975,CSE,8.56,75,39,51,68,70,3,5,1,Placed,5.77,Wipro
Abhishek Patel,2200CS1976,CSE,7.09,57,74,15,58,76,0,4,0,Placed,4.59,iGate
Akash Reddy,2200CS1977,CSE,7.41,62,74,22,35,65,2,5,0,Placed,4.56,Infosys
Kartik Rastogi,2200IT1978,IT,7.37,53,45,53,59,65,0,3,2,Placed,3.92,Syntel
Riya Dubey,2100CE1979,CE,6.04,32,19,0,38,21,2,3,0,Not Placed,0.0,Not Placed
Varun Singh,2100CS1980,CSE,7.01,40,59,21,60,58,2,5,1,Placed,4.92,Amdocs
Jyoti Singh,2100EE1981,EE,5.04,20,57,26,43,41,0,2,2,Not Placed,0.0,Not Placed
Aman Nair,2200IT1982,IT,5.98,61,15,30,49,40,1,3,1,Placed,3.47,Genpact
Neha Tiwari,2100ME1983,ME,6.0,57,35,15,32,37,1,5,1,Not Placed,0.0,Not Placed
Ankur Verma,2100ME1984,ME,5.66,31,11,19,33,35,2,2,3,Not Placed,0.0,Not Placed
Priya Kumar,2200IT1985,IT,7.79,55,81,31,51,71,3,8,3,Placed,4.68,Byju's
Yash Chauhan,2200ME1986,ME,7.94,42,21,64,65,75,2,1,0,Placed,6.36,TCS
Bhavna Patel,2300IT1987,IT,6.5,40,42,58,44,67,2,3,4,Not Placed,0.0,Not Placed
Aishwarya Tiwari,2200IT1988,IT,9.45,60,61,66,93,54,1,5,1,Placed,14.27,Oracle
Komal Agarwal,2200IT1989,IT,7.28,43,79,36,44,52,0,1,0,Not Placed,0.0,Not Placed
Reyansh Bhatia,2300ME1990,ME,6.94,42,48,17,25,88,3,6,0,Not Placed,0.0,Not Placed
Aarav Reddy,2300CS1991,CSE,6.85,54,22,10,50,51,2,4,0,Placed,4.63,Mu Sigma
Sneha Iyer,2200CS1992,CSE,6.13,55,16,37,52,37,1,4,3,Not Placed,0.0,Not Placed
Yash Rastogi,2300ME1993,ME,4.0,3,37,27,6,30,1,2,1,Not Placed,0.0,Not Placed
Vihaan Dubey,2400ME1994,ME,7.01,34,25,19,60,60,3,8,1,Placed,9.49,Cognizant
Pari Bhatt,2200CE1995,CE,6.75,22,19,34,40,32,1,2,1,Not Placed,0.0,Not Placed
Pari Dhawan,2300CS1996,CSE,7.45,82,83,56,71,66,3,7,1,Placed,9.75,Mphasis
Vidhi Jain,2300EE1997,EE,6.2,49,39,41,39,43,2,5,0,Placed,3.97,Concentrix
Trisha Joshi,2100CE1998,CE,5.41,44,43,29,47,38,1,5,3,Not Placed,0.0,Not Placed
Diya Dhawan,2400ME1999,ME,6.09,36,44,5,36,31,1,0,1,Not Placed,0.0,Not Placed
